Sale_ID,Date,Store_ID,Product_ID,Units
67767,2025-05-01,33,41,3
67768,2025-05-01,33,139,3
67769,2025-05-01,33,105,1
67770,2025-05-01,33,39,4
67771,2025-05-02,33,96,3
67772,2025-05-02,33,47,3
67773,2025-05-02,33,3,3
67774,2025-05-02,33,57,4
67775,2025-05-02,33,106,3
67776,2025-05-03,33,14,1
67777,2025-05-03,33,64,1
67778,2025-05-03,33,165,2
67779,2025-05-03,33,77,1
67780,2025-05-03,33,89,1
67781,2025-05-03,33,1,3
67782,2025-05-03,33,20,1
67783,2025-05-03,33,149,4
67784,2025-05-04,33,141,2
67785,2025-05-04,33,27,2
67786,2025-05-05,33,46,1
67787,2025-05-05,33,95,2
67788,2025-05-05,33,109,1
67789,2025-05-05,33,97,1
67790,2025-05-05,33,15,3
67791,2025-05-06,33,156,1
67792,2025-05-06,33,46,2
67793,2025-05-06,33,96,5
67794,2025-05-06,33,133,4
67795,2025-05-07,33,150,2
67796,2025-05-07,33,51,1
67797,2025-05-07,33,35,1
67798,2025-05-07,33,70,1
67799,2025-05-07,33,169,2
67800,2025-05-08,33,153,1
67801,2025-05-08,33,177,2
67802,2025-05-08,33,49,4
67803,2025-05-08,33,132,3
67804,2025-05-09,33,37,3
67805,2025-05-09,33,89,4
67806,2025-05-09,33,39,4
67807,2025-05-09,33,177,1
67808,2025-05-09,33,17,4
67809,2025-05-09,33,62,1
67810,2025-05-10,33,46,1
67811,2025-05-10,33,143,3
67812,2025-05-11,33,68,1
67813,2025-05-11,33,96,1
67814,2025-05-11,33,147,1
67815,2025-05-11,33,120,2
67816,2025-05-12,33,113,2
67817,2025-05-12,33,165,3
67818,2025-05-12,33,137,2
67819,2025-05-12,33,177,1
67820,2025-05-12,33,59,3
67821,2025-05-13,33,76,3
67822,2025-05-13,33,5,3
67823,2025-05-13,33,92,3
67824,2025-05-13,33,42,2
67825,2025-05-13,33,150,1
67826,2025-05-14,33,64,1
67827,2025-05-14,33,47,1
67828,2025-05-14,33,131,1
67829,2025-05-15,33,1,1
67830,2025-05-15,33,59,1
67831,2025-05-15,33,31,1
67832,2025-05-16,33,139,4
67833,2025-05-16,33,82,1
67834,2025-05-16,33,25,3
67835,2025-05-16,33,117,1
67836,2025-05-16,33,104,3
67837,2025-05-16,33,30,1
67838,2025-05-16,33,40,1
67839,2025-05-17,33,103,2
67840,2025-05-17,33,162,2
67841,2025-05-17,33,130,1
67842,2025-05-17,33,93,3
67843,2025-05-17,33,76,4
67844,2025-05-18,33,105,1
67845,2025-05-18,33,54,1
67846,2025-05-18,33,114,4
67847,2025-05-19,33,154,1
67848,2025-05-19,33,180,1
67849,2025-05-19,33,124,6
67850,2025-05-19,33,76,2
67851,2025-05-19,33,113,2
67852,2025-05-20,33,82,1
67853,2025-05-20,33,33,1
67854,2025-05-20,33,49,1
67855,2025-05-20,33,105,2
67856,2025-05-20,33,163,1
67857,2025-05-20,33,30,1
67858,2025-05-20,33,171,1
67859,2025-05-20,33,89,1
67860,2025-05-21,33,130,1
67861,2025-05-21,33,159,1
67862,2025-05-21,33,21,1
67863,2025-05-21,33,120,2
67864,2025-05-21,33,111,3
67865,2025-05-21,33,95,1
67866,2025-05-21,33,3,2
67867,2025-05-21,33,16,2
67868,2025-05-22,33,147,2
67869,2025-05-22,33,64,1
67870,2025-05-22,33,53,3
67871,2025-05-22,33,118,1
67872,2025-05-22,33,103,3
67873,2025-05-22,33,144,4
67874,2025-05-23,33,103,2
67875,2025-05-23,33,139,5
67876,2025-05-23,33,23,6
67877,2025-05-24,33,120,3
67878,2025-05-24,33,113,2
67879,2025-05-25,33,64,2
67880,2025-05-25,33,45,1
67881,2025-05-25,33,104,2
67882,2025-05-25,33,76,2
67883,2025-05-25,33,162,3
67884,2025-05-26,33,156,1
67885,2025-05-26,33,59,2
67886,2025-05-26,33,80,1
67887,2025-05-26,33,87,3
67888,2025-05-27,33,96,3
67889,2025-05-27,33,17,3
67890,2025-05-27,33,105,1
67891,2025-05-27,33,72,2
67892,2025-05-27,33,149,2
67893,2025-05-28,33,95,2
67894,2025-05-28,33,109,1
67895,2025-05-28,33,62,3
67896,2025-05-28,33,56,1
67897,2025-05-29,33,162,4
67898,2025-05-29,33,41,1
67899,2025-05-29,33,44,6
67900,2025-05-29,33,178,2
67901,2025-05-29,33,67,1
67902,2025-05-29,33,87,1
67903,2025-05-29,33,140,2
67904,2025-05-30,33,131,1
67905,2025-05-30,33,95,1
67906,2025-05-30,33,66,1
67907,2025-05-30,33,65,5
67908,2025-05-30,33,49,1
67909,2025-05-30,33,29,4
67910,2025-05-30,33,135,1
67911,2025-05-30,33,163,2
67912,2025-05-31,33,130,1
67913,2025-05-31,33,21,2
67914,2025-05-31,33,156,3
67915,2025-05-31,33,68,1
67916,2025-05-31,33,154,2
67917,2025-05-31,33,72,2
67918,2025-05-31,33,41,1
67919,2025-05-31,33,62,4
67920,2025-06-01,33,41,3
67921,2025-06-01,33,22,1
67922,2025-06-01,33,171,1
67923,2025-06-01,33,70,1
67924,2025-06-01,33,76,5
67925,2025-06-01,33,173,2
67926,2025-06-02,33,47,3
67927,2025-06-02,33,23,5
67928,2025-06-02,33,101,1
67929,2025-06-02,33,80,4
67930,2025-06-02,33,76,1
67931,2025-06-03,33,46,1
67932,2025-06-03,33,122,1
67933,2025-06-03,33,166,1
67934,2025-06-03,33,59,1
67935,2025-06-03,33,49,1
67936,2025-06-03,33,135,2
67937,2025-06-03,33,39,4
67938,2025-06-04,33,174,1
67939,2025-06-04,33,138,1
67940,2025-06-05,33,114,1
67941,2025-06-05,33,163,1
67942,2025-06-05,33,95,3
67943,2025-06-05,33,17,1
67944,2025-06-05,33,149,3
67945,2025-06-05,33,33,2
67946,2025-06-06,33,54,2
67947,2025-06-06,33,3,1
67948,2025-06-06,33,156,3
67949,2025-06-06,33,22,3
67950,2025-06-07,33,136,2
67951,2025-06-07,33,138,1
67952,2025-06-07,33,137,3
67953,2025-06-07,33,22,1
67954,2025-06-07,33,154,1
67955,2025-06-07,33,81,4
67956,2025-06-07,33,158,4
67957,2025-06-07,33,128,2
67958,2025-06-08,33,5,1
67959,2025-06-08,33,3,1
67960,2025-06-08,33,62,1
67961,2025-06-08,33,77,2
67962,2025-06-08,33,162,4
67963,2025-06-08,33,82,4
67964,2025-06-08,33,65,3
67965,2025-06-08,33,163,7
67966,2025-06-09,33,56,1
67967,2025-06-09,33,30,1
67968,2025-06-10,33,175,1
67969,2025-06-10,33,42,1
67970,2025-06-10,33,81,3
67971,2025-06-10,33,37,4
67972,2025-06-10,33,160,2
67973,2025-06-10,33,67,2
67974,2025-06-10,33,140,1
67975,2025-06-11,33,113,3
67976,2025-06-11,33,4,3
67977,2025-06-11,33,53,2
67978,2025-06-11,33,98,3
67979,2025-06-11,33,16,2
67980,2025-06-12,33,109,3
67981,2025-06-12,33,158,1
67982,2025-06-12,33,22,3
67983,2025-06-12,33,75,3
67984,2025-06-12,33,1,3
67985,2025-06-12,33,89,4
67986,2025-06-12,33,93,2
67987,2025-06-12,33,92,3
67988,2025-06-13,33,93,2
67989,2025-06-13,33,151,5
67990,2025-06-13,33,158,3
67991,2025-06-13,33,25,1
67992,2025-06-13,33,75,2
67993,2025-06-13,33,51,1
67994,2025-06-13,33,46,2
67995,2025-06-13,33,175,2
67996,2025-06-14,33,75,3
67997,2025-06-14,33,65,2
67998,2025-06-14,33,131,1
67999,2025-06-14,33,144,3
68000,2025-06-14,33,141,2
68001,2025-06-14,33,7,1
68002,2025-06-14,33,31,1
68003,2025-06-14,33,137,2
68004,2025-06-14,33,98,1
68005,2025-06-14,33,151,2
68006,2025-06-15,33,22,5
68007,2025-06-15,33,147,1
68008,2025-06-15,33,2,2
68009,2025-06-15,33,1,3
68010,2025-06-15,33,154,1
68011,2025-06-16,33,180,1
68012,2025-06-16,33,137,2
68013,2025-06-16,33,163,1
68014,2025-06-17,33,173,3
68015,2025-06-17,33,87,3
68016,2025-06-17,33,64,1
68017,2025-06-17,33,113,1
68018,2025-06-17,33,56,1
68019,2025-06-17,33,49,1
68020,2025-06-17,33,151,1
68021,2025-06-17,33,62,3
68022,2025-06-17,33,65,4
68023,2025-06-18,33,180,3
68024,2025-06-18,33,106,2
68025,2025-06-18,33,140,5
68026,2025-06-18,33,132,2
68027,2025-06-18,33,1,3
68028,2025-06-18,33,54,1
68029,2025-06-18,33,9,1
68030,2025-06-19,33,98,1
68031,2025-06-19,33,60,1
68032,2025-06-19,33,21,2
68033,2025-06-19,33,166,1
68034,2025-06-19,33,72,4
68035,2025-06-19,33,39,1
68036,2025-06-20,33,163,2
68037,2025-06-20,33,159,3
68038,2025-06-20,33,22,5
68039,2025-06-20,33,154,1
68040,2025-06-20,33,110,1
68041,2025-06-21,33,141,1
68042,2025-06-21,33,149,7
68043,2025-06-21,33,41,1
68044,2025-06-21,33,163,6
68045,2025-06-21,33,165,1
68046,2025-06-21,33,76,4
68047,2025-06-21,33,177,5
68048,2025-06-22,33,49,2
68049,2025-06-22,33,105,2
68050,2025-06-22,33,160,1
68051,2025-06-22,33,128,3
68052,2025-06-22,33,27,1
68053,2025-06-23,33,113,5
68054,2025-06-23,33,159,5
68055,2025-06-23,33,139,4
68056,2025-06-23,33,110,2
68057,2025-06-23,33,94,1
68058,2025-06-23,33,128,2
68059,2025-06-23,33,51,4
68060,2025-06-23,33,96,3
68061,2025-06-23,33,39,3
68062,2025-06-24,33,132,3
68063,2025-06-24,33,168,3
68064,2025-06-24,33,42,1
68065,2025-06-24,33,165,4
68066,2025-06-24,33,101,4
68067,2025-06-25,33,39,2
68068,2025-06-25,33,35,1
68069,2025-06-25,33,135,3
68070,2025-06-25,33,173,4
68071,2025-06-25,33,56,1
68072,2025-06-26,33,117,1
68073,2025-06-26,33,113,1
68074,2025-06-26,33,143,3
68075,2025-06-26,33,174,4
68076,2025-06-26,33,111,7
68077,2025-06-27,33,89,2
68078,2025-06-27,33,22,2
68079,2025-06-27,33,149,1
68080,2025-06-27,33,115,2
68081,2025-06-27,33,136,1
68082,2025-06-27,33,31,2
68083,2025-06-27,33,54,1
68084,2025-06-27,33,16,2
68085,2025-06-27,33,44,1
68086,2025-06-27,33,105,6
68087,2025-06-28,33,141,1
68088,2025-06-28,33,146,2
68089,2025-06-28,33,178,1
68090,2025-06-28,33,160,3
68091,2025-06-28,33,133,3
68092,2025-06-29,33,115,6
68093,2025-06-29,33,87,2
68094,2025-06-29,33,117,1
68095,2025-06-29,33,166,2
68096,2025-06-30,33,77,1
68097,2025-06-30,33,97,1
68098,2025-06-30,33,54,3
68099,2025-06-30,33,165,1
68100,2025-07-01,33,62,2
68101,2025-07-01,33,75,4
68102,2025-07-01,33,168,1
68103,2025-07-01,33,115,3
68104,2025-07-02,33,118,2
68105,2025-07-02,33,165,3
68106,2025-07-02,33,163,2
68107,2025-07-02,33,111,1
68108,2025-07-03,33,92,1
68109,2025-07-03,33,111,4
68110,2025-07-03,33,77,3
68111,2025-07-03,33,171,3
68112,2025-07-03,33,37,3
68113,2025-07-03,33,5,2
68114,2025-07-03,33,26,3
68115,2025-07-03,33,149,5
68116,2025-07-04,33,22,2
68117,2025-07-04,33,94,2
68118,2025-07-04,33,178,2
68119,2025-07-04,33,30,1
68120,2025-07-04,33,72,5
68121,2025-07-05,33,4,4
68122,2025-07-05,33,136,1
68123,2025-07-05,33,141,4
68124,2025-07-05,33,105,1
68125,2025-07-06,33,154,2
68126,2025-07-06,33,163,1
68127,2025-07-06,33,70,1
68128,2025-07-06,33,93,5
68129,2025-07-06,33,62,1
68130,2025-07-06,33,171,5
68131,2025-07-06,33,114,2
68132,2025-07-07,33,7,2
68133,2025-07-07,33,81,1
68134,2025-07-07,33,56,1
68135,2025-07-07,33,76,1
68136,2025-07-07,33,98,1
68137,2025-07-07,33,136,4
68138,2025-07-07,33,60,2
68139,2025-07-07,33,115,1
68140,2025-07-08,33,98,4
68141,2025-07-08,33,132,4
68142,2025-07-08,33,153,1
68143,2025-07-08,33,131,3
68144,2025-07-08,33,92,1
68145,2025-07-08,33,147,4
68146,2025-07-08,33,169,1
68147,2025-07-08,33,80,2
68148,2025-07-08,33,49,2
68149,2025-07-09,33,75,2
68150,2025-07-09,33,45,2
68151,2025-07-09,33,106,2
68152,2025-07-09,33,96,6
68153,2025-07-09,33,22,2
68154,2025-07-09,33,105,3
68155,2025-07-09,33,158,1
68156,2025-07-10,33,56,2
68157,2025-07-10,33,160,2
68158,2025-07-10,33,54,1
68159,2025-07-10,33,158,2
68160,2025-07-11,33,153,1
68161,2025-07-11,33,173,3
68162,2025-07-11,33,109,1
68163,2025-07-12,33,156,4
68164,2025-07-12,33,31,2
68165,2025-07-12,33,178,5
68166,2025-07-12,33,30,4
68167,2025-07-12,33,132,3
68168,2025-07-12,33,75,1
68169,2025-07-12,33,51,1
68170,2025-07-13,33,128,1
68171,2025-07-13,33,72,4
68172,2025-07-13,33,162,4
68173,2025-07-13,33,81,1
68174,2025-07-14,33,94,2
68175,2025-07-14,33,153,1
68176,2025-07-14,33,120,3
68177,2025-07-15,33,93,1
68178,2025-07-15,33,53,1
68179,2025-07-15,33,92,1
68180,2025-07-15,33,2,3
68181,2025-07-15,33,51,2
68182,2025-07-16,33,143,2
68183,2025-07-16,33,139,1
68184,2025-07-16,33,172,1
68185,2025-07-16,33,99,1
68186,2025-07-16,33,135,2
68187,2025-07-17,33,81,1
68188,2025-07-17,33,57,1
68189,2025-07-17,33,124,1
68190,2025-07-17,33,140,1
68191,2025-07-17,33,62,4
68192,2025-07-17,33,156,1
68193,2025-07-18,33,31,2
68194,2025-07-18,33,173,2
68195,2025-07-18,33,80,1
68196,2025-07-18,33,59,1
68197,2025-07-18,33,179,1
68198,2025-07-19,33,49,1
68199,2025-07-19,33,122,5
68200,2025-07-19,33,29,1
68201,2025-07-19,33,82,1
68202,2025-07-19,33,130,1
68203,2025-07-19,33,105,1
68204,2025-07-19,33,142,2
68205,2025-07-19,33,51,5
68206,2025-07-19,33,143,5
68207,2025-07-19,33,20,6
68208,2025-07-20,33,56,1
68209,2025-07-20,33,81,4
68210,2025-07-21,33,42,2
68211,2025-07-21,33,138,2
68212,2025-07-21,33,172,1
68213,2025-07-21,33,124,2
68214,2025-07-21,33,75,3
68215,2025-07-21,33,4,1
68216,2025-07-21,33,39,2
68217,2025-07-22,33,68,1
68218,2025-07-22,33,59,4
68219,2025-07-22,33,132,5
68220,2025-07-22,33,21,2
68221,2025-07-23,33,144,4
68222,2025-07-23,33,118,4
68223,2025-07-23,33,143,1
68224,2025-07-23,33,14,4
68225,2025-07-23,33,150,3
68226,2025-07-24,33,101,1
68227,2025-07-24,33,159,2
68228,2025-07-24,33,163,3
68229,2025-07-24,33,150,1
68230,2025-07-25,33,128,1
68231,2025-07-25,33,120,3
68232,2025-07-25,33,92,2
68233,2025-07-25,33,132,3
68234,2025-07-25,33,139,2
68235,2025-07-25,33,29,1
68236,2025-07-26,33,106,2
68237,2025-07-26,33,120,1
68238,2025-07-26,33,70,1
68239,2025-07-26,33,47,3
68240,2025-07-26,33,68,2
68241,2025-07-26,33,89,1
68242,2025-07-26,33,174,4
68243,2025-07-27,33,94,4
68244,2025-07-27,33,3,1
68245,2025-07-27,33,101,3
68246,2025-07-27,33,166,1
68247,2025-07-27,33,49,5
68248,2025-07-27,33,114,2
68249,2025-07-27,33,105,3
68250,2025-07-27,33,23,4
68251,2025-07-27,33,1,1
68252,2025-07-28,33,54,1
68253,2025-07-28,33,120,3
68254,2025-07-28,33,128,4
68255,2025-07-28,33,138,1
68256,2025-07-29,33,93,1
68257,2025-07-29,33,101,1
68258,2025-07-29,33,60,4
68259,2025-07-30,33,136,2
68260,2025-07-30,33,156,3
68261,2025-07-30,33,174,3
68262,2025-07-30,33,21,1
68263,2025-07-30,33,130,1
68264,2025-07-31,33,3,2
68265,2025-07-31,33,160,1
68266,2025-07-31,33,143,3
68267,2025-07-31,33,174,5
68268,2025-08-01,33,14,1
68269,2025-08-01,33,174,4
68270,2025-08-02,33,93,6
68271,2025-08-02,33,1,1
68272,2025-08-02,33,136,1
68273,2025-08-02,33,54,2
68274,2025-08-03,33,36,3
68275,2025-08-03,33,131,2
68276,2025-08-03,33,178,2
68277,2025-08-03,33,179,1
68278,2025-08-03,33,2,2
68279,2025-08-03,33,149,3
68280,2025-08-03,33,51,3
68281,2025-08-04,33,68,3
68282,2025-08-04,33,27,1
68283,2025-08-05,33,36,1
68284,2025-08-05,33,111,2
68285,2025-08-05,33,7,1
68286,2025-08-06,33,27,2
68287,2025-08-06,33,156,2
68288,2025-08-06,33,141,2
68289,2025-08-06,33,146,4
68290,2025-08-06,33,21,1
68291,2025-08-06,33,20,4
68292,2025-08-07,33,22,4
68293,2025-08-07,33,149,2
68294,2025-08-07,33,118,2
68295,2025-08-07,33,171,1
68296,2025-08-08,33,154,1
68297,2025-08-08,33,150,5
68298,2025-08-08,33,94,1
68299,2025-08-08,33,172,4
68300,2025-08-08,33,49,4
68301,2025-08-09,33,2,3
68302,2025-08-09,33,49,2
68303,2025-08-09,33,28,3
68304,2025-08-09,33,64,1
68305,2025-08-09,33,109,6
68306,2025-08-09,33,39,1
68307,2025-08-09,33,169,1
68308,2025-08-09,33,44,1
68309,2025-08-10,33,168,4
68310,2025-08-10,33,17,3
68311,2025-08-10,33,44,2
68312,2025-08-10,33,77,1
68313,2025-08-10,33,140,1
68314,2025-08-10,33,80,2
68315,2025-08-10,33,46,2
68316,2025-08-10,33,147,2
68317,2025-08-10,33,122,3
68318,2025-08-11,33,20,3
68319,2025-08-11,33,65,1
68320,2025-08-11,33,47,1
68321,2025-08-11,33,109,2
68322,2025-08-12,33,42,3
68323,2025-08-12,33,140,3
68324,2025-08-12,33,89,2
68325,2025-08-13,33,67,3
68326,2025-08-13,33,94,1
68327,2025-08-13,33,156,4
68328,2025-08-13,33,15,1
68329,2025-08-13,33,51,1
68330,2025-08-13,33,16,5
68331,2025-08-13,33,172,2
68332,2025-08-13,33,39,3
68333,2025-08-14,33,29,4
68334,2025-08-14,33,153,2
68335,2025-08-14,33,72,3
68336,2025-08-14,33,25,1
68337,2025-08-14,33,118,4
68338,2025-08-15,33,169,1
68339,2025-08-15,33,89,2
68340,2025-08-15,33,156,3
68341,2025-08-16,33,178,3
68342,2025-08-16,33,105,3
68343,2025-08-16,33,82,1
68344,2025-08-16,33,156,3
68345,2025-08-16,33,22,1
68346,2025-08-17,33,122,3
68347,2025-08-17,33,36,3
68348,2025-08-17,33,115,3
68349,2025-08-18,33,113,5
68350,2025-08-18,33,179,3
68351,2025-08-18,33,110,4
68352,2025-08-18,33,2,1
68353,2025-08-19,33,136,3
68354,2025-08-19,33,120,1
68355,2025-08-19,33,172,2
68356,2025-08-20,33,81,1
68357,2025-08-20,33,169,1
68358,2025-08-20,33,62,2
68359,2025-08-20,33,173,1
68360,2025-08-21,33,140,5
68361,2025-08-21,33,68,3
68362,2025-08-21,33,153,3
68363,2025-08-21,33,160,1
68364,2025-08-21,33,133,1
68365,2025-08-21,33,42,2
68366,2025-08-21,33,92,3
68367,2025-08-21,33,3,2
68368,2025-08-22,33,29,1
68369,2025-08-22,33,26,1
68370,2025-08-22,33,22,1
68371,2025-08-22,33,30,2
68372,2025-08-23,33,153,1
68373,2025-08-23,33,158,1
68374,2025-08-23,33,87,5
68375,2025-08-24,33,168,1
68376,2025-08-24,33,20,3
68377,2025-08-25,33,87,6
68378,2025-08-26,33,173,4
68379,2025-08-26,33,67,4
68380,2025-08-27,33,72,3
68381,2025-08-27,33,59,3
68382,2025-08-27,33,147,1
68383,2025-08-28,33,33,2
68384,2025-08-28,33,23,1
68385,2025-08-28,33,5,3
68386,2025-08-28,33,135,1
68387,2025-08-28,33,62,2
68388,2025-08-28,33,105,1
68389,2025-08-29,33,35,2
68390,2025-08-29,33,80,2
68391,2025-08-29,33,110,1
68392,2025-08-29,33,37,5
68393,2025-08-29,33,114,2
68394,2025-08-29,33,41,1
68395,2025-08-29,33,141,2
68396,2025-08-29,33,65,1
68397,2025-08-30,33,44,2
68398,2025-08-30,33,137,2
68399,2025-08-30,33,179,1
68400,2025-08-30,33,178,2
68401,2025-08-31,33,175,2
68402,2025-08-31,33,139,1
68403,2025-08-31,33,138,2
68404,2025-08-31,33,143,4
68405,2025-08-31,33,29,2
68406,2025-08-31,33,111,5
68407,2025-09-01,33,49,1
68408,2025-09-01,33,115,2
68409,2025-09-01,33,118,4
68410,2025-09-01,33,31,3
68411,2025-09-01,33,66,1
68412,2025-09-02,33,76,2
68413,2025-09-02,33,53,1
68414,2025-09-02,33,2,2
68415,2025-09-02,33,136,2
68416,2025-09-02,33,137,4
68417,2025-09-02,33,159,2
68418,2025-09-02,33,65,5
68419,2025-09-02,33,75,2
68420,2025-09-03,33,33,6
68421,2025-09-03,33,66,1
68422,2025-09-03,33,72,1
68423,2025-09-04,33,66,4
68424,2025-09-04,33,110,1
68425,2025-09-04,33,99,1
68426,2025-09-04,33,80,4
68427,2025-09-04,33,89,1
68428,2025-09-04,33,16,1
68429,2025-09-04,33,76,3
68430,2025-09-04,33,31,1
68431,2025-09-05,33,124,2
68432,2025-09-05,33,3,2
68433,2025-09-05,33,68,6
68434,2025-09-05,33,25,1
68435,2025-09-05,33,159,1
68436,2025-09-05,33,158,2
68437,2025-09-05,33,168,1
68438,2025-09-05,33,26,1
68439,2025-09-05,33,95,5
68440,2025-09-06,33,117,4
68441,2025-09-06,33,120,2
68442,2025-09-06,33,92,2
68443,2025-09-06,33,66,2
68444,2025-09-07,33,113,4
68445,2025-09-07,33,5,1
68446,2025-09-07,33,37,1
68447,2025-09-08,33,133,1
68448,2025-09-08,33,109,3
68449,2025-09-08,33,68,2
68450,2025-09-08,33,40,4
68451,2025-09-08,33,179,1
68452,2025-09-08,33,162,2
68453,2025-09-08,33,64,1
68454,2025-09-08,33,47,2
68455,2025-09-08,33,142,1
68456,2025-09-08,33,104,3
68457,2025-09-09,33,120,4
68458,2025-09-09,33,135,2
68459,2025-09-09,33,62,4
68460,2025-09-09,33,23,4
68461,2025-09-09,33,26,1
68462,2025-09-10,33,180,3
68463,2025-09-10,33,17,1
68464,2025-09-10,33,3,3
68465,2025-09-10,33,93,1
68466,2025-09-10,33,40,3
68467,2025-09-11,33,180,1
68468,2025-09-11,33,136,3
68469,2025-09-11,33,99,4
68470,2025-09-11,33,171,2
68471,2025-09-11,33,70,1
68472,2025-09-11,33,41,2
68473,2025-09-11,33,67,3
68474,2025-09-11,33,9,4
68475,2025-09-11,33,39,1
68476,2025-09-12,33,178,4
68477,2025-09-12,33,93,4
68478,2025-09-12,33,115,3
68479,2025-09-12,33,26,2
68480,2025-09-12,33,136,1
68481,2025-09-13,33,3,5
68482,2025-09-13,33,158,3
68483,2025-09-13,33,114,2
68484,2025-09-13,33,30,6
68485,2025-09-13,33,165,1
68486,2025-09-14,33,133,1
68487,2025-09-14,33,111,2
68488,2025-09-14,33,153,2
68489,2025-09-14,33,166,2
68490,2025-09-14,33,168,3
68491,2025-09-15,33,115,5
68492,2025-09-15,33,67,1
68493,2025-09-15,33,99,3
68494,2025-09-15,33,142,3
68495,2025-09-15,33,51,4
68496,2025-09-15,33,106,1
68497,2025-09-16,33,67,1
68498,2025-09-16,33,21,3
68499,2025-09-16,33,99,2
68500,2025-09-16,33,104,4
68501,2025-09-16,33,39,2
68502,2025-09-16,33,162,1
68503,2025-09-16,33,49,2
68504,2025-09-17,33,115,1
68505,2025-09-17,33,132,1
68506,2025-09-17,33,16,5
68507,2025-09-17,33,110,4
68508,2025-09-17,33,15,3
68509,2025-09-18,33,130,1
68510,2025-09-18,33,117,1
68511,2025-09-18,33,151,5
68512,2025-09-18,33,4,3
68513,2025-09-18,33,178,1
68514,2025-09-18,33,53,1
68515,2025-09-18,33,159,2
68516,2025-09-18,33,163,1
68517,2025-09-18,33,41,3
68518,2025-09-19,33,17,3
68519,2025-09-19,33,46,1
68520,2025-09-19,33,70,1
68521,2025-09-19,33,118,3
68522,2025-09-19,33,30,4
68523,2025-09-19,33,25,5
68524,2025-09-19,33,97,3
68525,2025-09-19,33,99,4
68526,2025-09-19,33,56,3
68527,2025-09-19,33,171,5
68528,2025-09-20,33,171,2
68529,2025-09-20,33,76,3
68530,2025-09-20,33,109,4
68531,2025-09-21,33,163,1
68532,2025-09-21,33,9,2
68533,2025-09-21,33,97,1
68534,2025-09-21,33,180,1
68535,2025-09-22,33,77,5
68536,2025-09-22,33,178,2
68537,2025-09-22,33,180,1
68538,2025-09-23,33,137,7
68539,2025-09-23,33,97,2
68540,2025-09-23,33,166,1
68541,2025-09-23,33,17,2
68542,2025-09-23,33,14,2
68543,2025-09-24,33,158,1
68544,2025-09-24,33,132,1
68545,2025-09-24,33,115,1
68546,2025-09-24,33,151,1
68547,2025-09-24,33,104,2
68548,2025-09-25,33,151,2
68549,2025-09-25,33,36,1
68550,2025-09-25,33,72,1
68551,2025-09-25,33,64,1
68552,2025-09-25,33,92,1
68553,2025-09-25,33,106,4
68554,2025-09-25,33,122,1
68555,2025-09-25,33,3,3
68556,2025-09-25,33,168,4
68557,2025-09-26,33,47,1
68558,2025-09-26,33,66,5
68559,2025-09-26,33,5,1
68560,2025-09-26,33,22,1
68561,2025-09-26,33,99,2
68562,2025-09-26,33,40,1
68563,2025-09-26,33,106,1
68564,2025-09-26,33,135,1
68565,2025-09-26,33,118,3
68566,2025-09-27,33,14,1
68567,2025-09-27,33,128,1
68568,2025-09-27,33,153,2
68569,2025-09-27,33,103,2
68570,2025-09-28,33,154,5
68571,2025-09-28,33,146,3
68572,2025-09-28,33,110,1
68573,2025-09-28,33,150,2
68574,2025-09-28,33,131,4
68575,2025-09-28,33,53,1
68576,2025-09-28,33,165,4
68577,2025-09-28,33,28,5
68578,2025-09-29,33,41,1
68579,2025-09-29,33,68,3
68580,2025-09-29,33,124,3
68581,2025-09-29,33,47,4
68582,2025-09-29,33,178,2
68583,2025-09-29,33,128,1
68584,2025-09-29,33,40,3
68585,2025-09-30,33,51,4
68586,2025-09-30,33,117,2
68587,2025-09-30,33,80,1
68588,2025-09-30,33,163,2
68589,2025-10-01,33,149,6
68590,2025-10-01,33,151,3
68591,2025-10-01,33,106,4
68592,2025-10-01,33,49,1
68593,2025-10-01,33,158,2
68594,2025-10-01,33,118,3
68595,2025-10-01,33,169,2
68596,2025-10-02,33,172,3
68597,2025-10-02,33,163,2
68598,2025-10-02,33,110,1
68599,2025-10-02,33,105,2
68600,2025-10-02,33,104,5
68601,2025-10-02,33,20,1
68602,2025-10-02,33,98,4
68603,2025-10-02,33,37,1
68604,2025-10-03,33,99,1
68605,2025-10-03,33,75,2
68606,2025-10-03,33,101,1
68607,2025-10-03,33,67,3
68608,2025-10-03,33,47,1
68609,2025-10-04,33,163,1
68610,2025-10-05,33,120,5
68611,2025-10-05,33,150,2
68612,2025-10-05,33,39,4
68613,2025-10-05,33,162,3
68614,2025-10-06,33,17,2
68615,2025-10-06,33,40,1
68616,2025-10-06,33,104,1
68617,2025-10-06,33,53,1
68618,2025-10-07,33,42,1
68619,2025-10-07,33,39,2
68620,2025-10-07,33,64,4
68621,2025-10-07,33,46,1
68622,2025-10-07,33,158,1
68623,2025-10-07,33,122,1
68624,2025-10-07,33,70,1
68625,2025-10-08,33,45,1
68626,2025-10-08,33,47,1
68627,2025-10-08,33,62,1
68628,2025-10-08,33,173,1
68629,2025-10-08,33,1,1
68630,2025-10-08,33,104,2
68631,2025-10-08,33,40,4
68632,2025-10-08,33,156,4
68633,2025-10-09,33,25,3
68634,2025-10-09,33,68,2
68635,2025-10-10,33,101,4
68636,2025-10-10,33,57,3
68637,2025-10-10,33,75,3
68638,2025-10-10,33,23,2
68639,2025-10-10,33,109,4
